기준,이름,휴대폰번호,이메일,집주소,주민번호,생년월일,직업,카드번호,종교,정치정당,운전면허번호,IP주소,은행계좌번호,신용카드번호,병명(질환),sns계정
2022-08-16,한은영,064-792-0976,jaehyeonryu@example.net,경상북도 정선군 언주길,690021-2291151,1992-03-30,토목공학 기술자,3501574904732619,기독교,민주당,775 3248,9.46.129.10,HBZF01204467311762,4947039657340053404,없음,gimgyeonghyi
2005-08-24,우경수,02-2026-4973,hgim@example.org,충청남도 원주시 백제고분거리 (순자박박리),490101-1923922,1946-06-27,산업전공,501814240567,기독교,민주당,CK5 7458,68.61.142.101,GQHM63765149567224,3597421323200650,당뇨병,icunja
2001-05-18,이준영,017-782-0464,gimjihye@example.net,대전광역시 금천구 잠실03가 (미경김동),740929-1710751,2006-11-11,방수공,6573086084152423,무교,기타,B85-CJT,169.11.22.167,UPRB65257293203026,4406418520303278,고혈압,jaeho25
2001-11-29,이미경,032-206-2517,seonyeongyang@example.net,충청남도 청양군 반포대31가 (상훈장김면),470924-2346263,1926-03-25,컴퓨터 하드웨어 기술자 및 연구원,3524175931960752,무교,기타,M46 1UG,208.243.200.252,NXUW10196739677410,3546687728806679,없음,eunjui
2019-07-10,박상철,062-112-3827,vgim@example.com,경상북도 계룡시 압구정거리,820513-1801317,1968-10-30,웹 및 멀티미디어 기획자,30440774388732,기독교,국민의힘,941V,21.75.123.80,XMPZ28979505754102,180097551190661,없음,ogja88
2007-01-21,황영철,042-666-7590,yejin97@example.com,전라북도 속초시 서초중앙길 (선영이권면),350713-1245796,2016-01-28,실내장식 디자이너,5555486126032308,천주교,국민의힘,MV3 1437,103.43.95.3,FNHG99152493590060,4474212983698283,천식,gweonjeongsun
2020-05-03,고진우,054-081-8742,seoyeongbag@example.org,강원도 광주시 역삼길 (준서이박동),510827-2905756,1958-04-09,기타 문리/기술 및 예능 강사,4989128552289770585,천주교,기타,588HTR,173.101.59.218,IPCK54348272363996,379435068491712,천식,gyeongjagim
2002-01-01,이예준,052-331-9180,boramgim@example.org,경상남도 증평군 가락거리,580308-1651364,1928-08-03,건축 목공,4108602908210905,무교,국민의힘,KCH 438,3.171.110.127,ZZFM33112653155728,30266824627203,암,bagseongsu
2023-10-27,권준호,063-257-7376,sanghunjin@example.org,광주광역시 강북구 삼성길 (정식배송동),050426-1552373,1924-03-28,화가 및 조각가,4256663109209,기타,기타,84Z•752,120.152.48.215,OKIL68051695549757,2603199004770092,천식,gimminjae
2002-01-02,김수진,064-749-5032,yeonggil09@example.org,서울특별시 서초구 양재천로,790029-2061439,1928-12-11,작가 및 관련 전문가,4886006439968916,기독교,민주당,27F Z18,47.131.111.135,XAET08173794378519,4762009599887806324,없음,munyeji
2023-02-14,이은주,054-650-6845,junyeonggim@example.org,대전광역시 영등포구 개포가,740606-2147773,2007-05-29,출납창구 사무원,4733840254585990,천주교,국민의힘,8A 72737,221.24.95.30,OWGK97594943781912,4421833282183,고혈압,boramgim
2017-06-04,문민지,043-079-3741,bagyeongsug@example.net,충청남도 태안군 강남대4가,010808-1810886,1928-06-23,버스 운전원,180010814355807,불교,민주당,81Q 662,35.217.177.110,QGZP76209334952211,4342294068863818,암,gimeunjeong
2023-02-11,이영철,017-134-4547,fno@example.org,전라북도 양평군 서초중앙가,190725-2441230,1937-11-01,검표원,2267977992593049,무교,기타,83QS427,13.211.191.242,YVTN29944898091715,4398600343481,없음,ogim
2009-12-24,오정훈,041-442-8857,hyeonugim@example.net,강원도 태백시 테헤란54거리,260318-1272217,1926-08-01,영업 및 판매 관련 관리자,4607811002698,불교,민주당,719 CVT,105.195.195.59,KTDO31698591899051,346228713548360,고혈압,lgim
2000-07-10,한은영,011-247-3884,hyejin04@example.com,세종특별자치시 동대문구 도산대38거리,640226-2452504,2022-03-18,보건의료관련 관리자,4193738194307694,불교,국민의힘,7RU R27,71.180.195.127,AFVW13534242540782,5429839002768029,암,cunja88
2001-01-23,이선영,054-995-6110,sangceolgim@example.com,충청남도 청주시 서원구 반포대길 (옥순이서동),700909-1257023,2012-12-11,제품 및 광고 영업원,4651428901777,무교,민주당,172-JXP,137.110.106.143,EZTI65327580994400,30289366641689,천식,mijeong32
2013-05-20,박채원,033-224-2418,sunjaim@example.com,인천광역시 용산구 논현833거리,160005-2810725,1973-04-23,세탁원 및 다림질원,4454122231652,천주교,기타,NET 265,209.150.36.250,NSEO31582261406477,213163853680048,당뇨병,seongminhong
2009-11-29,오선영,044-763-8139,haeun37@example.org,제주특별자치도 영월군 잠실0가,050201-2538031,1977-05-05,사회복지사,3539462489507976,무교,민주당,527 TAP,152.134.212.152,IGDR52285424771382,4582271026614896,당뇨병,gimmigyeong
2001-08-05,김준서,053-349-3494,yeeun97@example.net,세종특별자치시 은평구 반포대거리,240111-1060996,1965-12-29,배관 세정원 및 방역원,6594318984386479,천주교,민주당,29HQ198,189.45.192.10,EKLN99862475732715,2587663198531107,당뇨병,yujin31
2016-09-20,주지은,010-4864-8885,seongsujeong@example.com,경상북도 철원군 학동353가,150725-1599866,1953-09-22,측량 및 지리정보 전문가,4979319353749560,기타,정의당,37-V582,81.140.154.223,YFIP71401556914375,4091353381088376209,없음,junhojang
2003-10-30,장예진,063-704-3515,jeongsigbag@example.org,경기도 평택시 선릉로,820228-1830433,1960-02-08,금융관련 사무원,3568733555707169,불교,정의당,81S JS9,47.181.114.143,KRQH69298556654256,4005782168253292,고혈압,yeweongim
2014-03-18,김영철,063-521-5961,li@example.org,충청남도 영동군 서초대거리 (영일권리),820622-1519806,1945-02-03,구두 미화원,3506887474072165,무교,기타,1ZB U83,156.137.73.1,GMYV65865957896257,4276717973273481857,당뇨병,ominsu
2009-07-08,김정훈,016-362-7190,gyeongjago@example.org,경기도 성남시 중원구 역삼로 (현정김한리),350921-1227000,1909-02-15,가사 도우미,213182515315116,기독교,정의당,603 JS3,26.50.107.11,DBXP81563894175671,30143054877370,당뇨병,oi
2019-08-17,한동현,061-329-4500,eunseo02@example.net,대전광역시 강남구 논현로,650614-1196088,2013-04-10,가수 및 성악가,4786249697494171303,기타,민주당,IHA 690,44.107.213.245,MABS38457170247780,180063663946416,없음,zbag
2008-10-12,서재호,061-693-1554,jeongjunyeong@example.net,대구광역시 노원구 학동로 (선영이문동),730825-2850156,2009-11-02,금융관련 사무원,180084749221475,불교,국민의힘,XDN 746,193.206.202.8,MUMV77041152131509,5252238884002981,고혈압,bagcunja
2019-10-18,심서윤,010-2095-3889,coeyeji@example.com,인천광역시 서대문구 도산대67가,870103-1578945,1918-10-21,촬영기사,6553033167433340,기타,국민의힘,4O 2L6ISI,156.12.55.184,BAOP71660206943621,30197822207229,고혈압,myeongsug83
2018-05-18,김명숙,064-717-8398,jgim@example.org,광주광역시 남구 양재천46로,580110-2010174,1952-12-06,정부 및 공공 행정 전문가,4671478274287448,불교,국민의힘,BFL-591,98.176.141.147,JKLG35935345093767,2403622045421930,고혈압,jia49
2023-05-19,이영진,041-996-4249,siu59@example.org,제주특별자치도 고양시 일산동구 봉은사473가 (지우김김동),760704-1096973,1952-04-02,특수교육 교사,2288041388110556,기타,국민의힘,6Z 29882,191.186.35.130,ONXS51174657586603,180011967818435,천식,cayeongjin
2021-01-29,이현우,011-518-8408,ui@example.org,부산광역시 강동구 서초대거리,400604-2118467,1980-04-27,임상병리사,4818808325960367,천주교,민주당,CCH5376,44.12.229.3,GVLA07927026316555,4334979506865581393,없음,iyeongsig
2024-07-19,송현준,018-649-9645,ijeongsig@example.org,전라북도 동해시 양재천98거리 (상훈이배리),850710-1616124,1924-09-29,실내장식 디자이너,4518312173153,불교,민주당,248 PGA,30.32.138.181,TYUM49542815698812,582420762442,없음,seojun48
2008-10-13,우예지,031-743-6165,doyun90@example.org,제주특별자치도 청주시 청원구 백제고분5가 (서윤김김동),580907-1735156,1910-11-26,자연과학 연구원,2705252049564660,기독교,국민의힘,O99 0IR,156.245.38.7,EWIZ91968472544321,2239579333891499,없음,juweon08
2016-11-18,김정숙,063-848-0259,junyeongan@example.org,충청남도 서산시 반포대로 (채원강리),450213-2958876,2001-06-18,광원/채석원 및 석재 절단원,38355608753046,기독교,정의당,X58 9XF,189.227.223.179,SQED01500234178904,38845505218234,없음,hgim
2002-01-13,이경숙,018-949-8971,anboram@example.net,울산광역시 성동구 압구정거리,970610-1030935,2019-03-03,항공기 정비원,4474194442170763489,기독교,민주당,682 8LD,43.190.77.215,XXRR16381343469210,4041565402919992,천식,gimminji
2023-02-06,문은정,054-098-7726,jihyeonjang@example.com,세종특별자치시 강동구 역삼7가,390712-1621047,1966-04-09,경량 철골공,503813692574,기독교,정의당,199883,151.39.20.29,GYIK85664605342018,30396656283724,암,gimgyeongsu
2009-05-25,성지혜,016-366-4965,myeongja83@example.com,충청남도 안양시 만안구 서초대93가 (지혜박면),510924-1939644,1959-02-25,전자 부품 및 제품 제조 기계조작원,4437854794278058651,기타,기타,097C7,82.183.186.33,QIAS52851764157340,3535152338578187,없음,doyun39
2022-12-11,김윤서,044-324-3128,ujin33@example.com,대전광역시 강동구 잠실길 (은서김김리),650700-1791264,1966-05-08,무용가 및 안무가,3535099496319807,기타,국민의힘,DHJ 622,186.8.220.15,ZMNW30636780196359,4837439079535,천식,nhwang
2006-08-21,송영길,043-557-2192,hyeonjun97@example.org,세종특별자치시 금천구 학동777거리 (지후권리),620011-1574970,1943-01-16,주조기 조작원,4188348932541,무교,정의당,858 YXU,141.85.27.152,ILXU57988007637776,4737796895750615,당뇨병,hyeonjui
2003-03-25,최도윤,032-019-9909,seoyeongsu@example.org,충청남도 과천시 삼성553거리 (지훈김동),450224-1268535,2009-03-24,관세사,4723922659655420,기독교,국민의힘,097 VWF,109.76.151.193,GYUN75060575471518,4190832215714496935,암,jaehyeon22
2019-04-09,이준호,053-620-8357,jinhobag@example.net,인천광역시 강서구 학동4거리 (민재송마을),470701-1272100,1961-06-07,보건의료관련 관리자,3532344294401867,불교,국민의힘,1Y F0707,78.29.143.172,GDIE86992455625507,3531557546964595,암,seojunno
2023-06-29,김지영,033-622-4862,coejiyeon@example.org,대구광역시 강남구 가락03로 (하은성마을),750218-1124599,1987-04-13,임산물채취 및 기타 임업 관련 종사원,4069504066212499985,천주교,기타,7XYG 84,180.16.253.209,TXRU54645770148104,3503560177505020,없음,gimjunho
2024-04-09,이준서,017-276-3754,ki@example.net,부산광역시 강동구 강남대거리 (준영박김마을),710601-1059976,1954-05-08,해외 영업원,676127221379,불교,정의당,B 887603,102.40.120.189,MZZC25325383122499,213122964484211,없음,icoe
2009-03-31,박정숙,070-3414-6369,boramgim@example.com,인천광역시 성북구 석촌호수38거리 (영호이마을),330919-1028198,1953-11-30,무인 경비원,3522752730761508,기타,국민의힘,52W GI0,51.252.163.134,TOVK01302353045703,2248462921544565,고혈압,gimjimin
2017-09-23,김정순,02-4481-7614,seohyeon06@example.net,서울특별시 성북구 서초중앙5가 (옥순김면),990910-2635910,2004-11-30,금속가공 기계조작원,213104581890178,무교,국민의힘,348-LSQ,76.28.78.254,IMLI72099295054651,376760024679388,암,wbag
2023-08-18,이춘자,032-732-8539,yunjeongsu@example.org,경상북도 춘천시 봉은사길,850403-1682866,1930-11-15,촬영기사,4437956723829,기타,국민의힘,426-TPGR,208.137.200.224,RTKB71835765379561,2276758134318225,고혈압,minjaeo
2002-04-25,최민석,010-9100-6428,geonujeong@example.com,대전광역시 양천구 삼성883가 (민서이이면),930908-2027474,2014-03-18,생명과학 연구원,3543256132360971,기타,민주당,XKU9101,211.153.96.183,AGLU50070454138491,3561682063990279,암,jeongja38
2012-01-31,권정남,042-815-1716,gimjiweon@example.org,부산광역시 동작구 서초대2가,380529-1308707,1947-08-16,광고 및 홍보 전문가,4771738857914036078,기타,기타,063-GCP,46.233.242.146,ELIS58511492539234,6576358633440592,천식,igim
2019-08-31,김지현,063-955-6884,yeongsig89@example.net,울산광역시 중구 논현로 (상현이서면),050113-2857583,2017-11-17,자산 운용가,3558671251172878,무교,국민의힘,W11 9RZ,80.130.114.75,AFZN79411912619028,6011878608388701,암,gyeonghyi69
2022-09-04,황은지,016-215-9051,pi@example.com,부산광역시 강동구 언주로,180724-1415290,1990-10-07,사진인화 및 현상기 조작원,213136558673153,기독교,민주당,578 2PQ,154.163.186.157,XBOC04752869076023,4457244561705041,없음,haeun66
2023-05-31,황도현,043-443-4640,gimgyeongsug@example.com,광주광역시 강북구 양재천로,790207-2232801,1975-12-07,응용 소프트웨어 개발자,4569491884296591285,천주교,국민의힘,FQ-4060,91.194.123.240,DEQR41093327629447,373048514099405,천식,gimjaeho
2003-05-22,김영철,016-803-2190,coejiu@example.org,광주광역시 은평구 삼성98가,780601-2059731,1995-11-21,문화/예술/디자인 및 영상관련 관리자,4710611348934206,천주교,민주당,263-690,151.109.199.89,GROI65810120046907,6556620921227575,당뇨병,hyeonsug84
2010-11-09,이승민,053-027-7752,sonjeonghyi@example.org,경상북도 횡성군 석촌호수851거리,040818-1196241,1976-08-29,무인 경비원,4278981885740,기독교,기타,0JJ79,34.109.83.42,AAXJ37781001644747,213101111015482,암,seonghuni
2018-12-18,이은주,02-5490-6242,joyeji@example.org,강원도 고양시 일산동구 학동거리 (지훈박리),880417-1112340,1954-04-17,가축 사육 종사원,6011230222483742,불교,기타,KNE 215,57.217.32.135,BWFA71568786484610,4646890853106223,고혈압,junho32
2014-10-26,김지원,064-732-0275,anyejin@example.com,충청남도 청주시 흥덕구 서초중앙794가,420322-2134334,1934-11-24,냉/난방 관련 설비 조작원,4762553058570,무교,기타,868-TNT,146.220.23.231,HOFU05474774813022,6561396461089468,천식,sujinbag
2024-02-28,최현숙,018-236-6949,jeongnam65@example.org,부산광역시 송파구 양재천62로,850808-1855292,2021-05-10,주조기 조작원,4180119800094411,불교,국민의힘,S66 4YD,203.231.66.119,QUXI43804662318442,2273160808618357,암,seongjinbag
2012-05-21,주순자,062-009-8896,ebag@example.net,대전광역시 양천구 개포로,440307-2774600,1946-03-27,기타 경호 및 보안 관련 종사원,4232633479196,천주교,기타,KJI 338,167.72.203.34,ASAM70286896756971,30468146998482,없음,siu57
2022-04-04,윤미영,053-416-3832,wgim@example.net,제주특별자치도 청주시 흥덕구 삼성2길,730605-2819803,1925-06-04,자재관리 사무원,4457715318050690,기타,기타,KVX 049,207.235.139.165,BIKB88732833884333,4155841212459343,천식,ijeongho
2012-02-26,송영호,063-143-3570,yan@example.com,광주광역시 광진구 선릉로,990402-2100300,1930-09-12,기타 의복 제조원,3594826682563394,기독교,민주당,45M J48,99.204.200.170,SOQW86193940146325,4204934354022556,암,jeongsubag
2015-06-07,김시우,062-896-5503,gimgyeonghyi@example.com,세종특별자치시 광진구 잠실로,510703-1953933,2014-06-08,소방관,6011626912972615,기타,기타,WGO-4408,126.206.227.144,XEDA06456898696627,30376610108092,천식,yejungim
2017-12-20,최수진,041-446-9930,hgim@example.org,광주광역시 용산구 테헤란6거리,550415-1926387,1913-11-20,네트워크시스템 개발자,4831342385485,불교,정의당,WWM-783,196.226.55.123,LWVT77544494552276,4481702307082256,당뇨병,yejungim
2002-09-19,주재현,010-8316-3691,bagseonyeong@example.net,광주광역시 금천구 오금길,410316-1187005,1998-02-03,시멘트 및 광물제품 제조기 조작원,4666995332495785,무교,기타,OJJ0152,202.68.226.72,RZWX47197762724043,4715335244785745,천식,minseog33
2016-06-06,김은서,061-367-8430,gyeonghyi55@example.net,부산광역시 성동구 반포대668길,890629-1685780,1961-09-25,사회과학 연구원,4674995613815,천주교,국민의힘,65T 1291,211.58.109.168,XCGD65233781254992,4827566784009329,천식,yunseonghyeon
2008-04-10,서정웅,055-647-4568,ryuseoyeong@example.net,대구광역시 동작구 가락04길,250205-2914034,1950-09-05,중/고등학교 교사,343381488959990,천주교,기타,KGA 417,220.141.254.208,TVRT79530891514847,376427400372976,당뇨병,ymun
